,Job_ID,Location,Title,Company,Date,Link,Description
75,3962667711,London,Junior Data Scientist,Intellect Group,6/28/2024,https://uk.linkedin.com/jobs/view/junior-data-scientist-at-intellect-group-3962667711?position=1&pageNum=0&refId=7BexVU3EL2hIOcQfKqg1CA%3D%3D&trackingId=U2ZSxwX%2FuZYn%2FyFAf53WOA%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Title: Junior Data Scientist

Location: London (Hybrid)

Salary: £30,000 - £45,000




Join a pioneering London-based Financial Services company that is transforming the investment landscape with innovative solutions. With a £50M funding secured in the last 6 months, this Series-B funded company is poised for exponential growth and is looking for a talented Data Scientist to join their dynamic team.




Role Overview:

As a Junior Data Scientist, you will play a crucial role in analysing and interpreting complex data to help shape the future of financial technology. Your insights will drive key business decisions and contribute to the development of cutting-edge investment products.




This position offers the flexibility of a hybrid working model, combining remote work with time in the London office, within an exciting and fast-paced environment.




Qualifications: - Bachelor's or Master's degree from a Russell Group university, preferably in Data Science, Statistics, Computer Science, or a related field.




- Strong proficiency in programming languages such as Python, R, or SQL.




Benefits:

- Performance-based bonus.

- Private health and dental insurance.

- Stock options.

- Opportunity to work in a hybrid position.

- Be part of a fast-growing company with significant funding and growth potential.




How to Apply:




If you are a motivated Junior Data Scientist looking to make a significant impact in the Financial Services industry, we would love to hear from you. Please click apply for immediate consideration.

Show more "
76,3935259647,London,"Data Scientist, Product Analytics",Meta,6/21/2024,https://uk.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-3935259647?position=2&pageNum=0&refId=7BexVU3EL2hIOcQfKqg1CA%3D%3D&trackingId=BrJjcrKzSpMPV8IFE1ltGw%3D%3D&trk=public_jobs_jserp-result_search-card,"As a Data Scientist at Meta, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use data and analysis to identify and solve product development’s biggest challenges. You will influence product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Meta, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.Product leadership: You will use data to shape product development, quantify new opportunities, identify upcoming challenges, and ensure the products we build bring value to people, businesses, and Meta. You will help your partner teams prioritize what to build, set goals, and understand their product’s ecosystem.Analytics: You will guide teams using data and insights. You will focus on developing hypotheses and employ a diverse toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches to test them.Communication and influence: You won’t simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner.

Data Scientist, Product Analytics Responsibilities:


Work with large and complex data sets to solve a wide array of challenging problems using different analytical and statistical approaches.
Apply technical expertise with quantitative analysis, experimentation, data mining, and the presentation of data to develop strategies for our products that serve billions of people and hundreds of millions of businesses.
Identify and measure success of product efforts through goal setting, forecasting, and monitoring of key product metrics to understand trends.
Define, understand, and test opportunities and levers to improve the product, and drive roadmaps through your insights and recommendations.
Partner with Product, Engineering, and cross-functional teams to inform, influence, support, and execute product strategy and investment decisions.


Minimum Qualifications:


A minimum of 6 years of work experience in analytics (minimum of 4 years with a Ph.D.).
Bachelor's degree in Mathematics, Statistics, a relevant technical field, or equivalent practical experience.
Experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), and/or statistical/mathematical software (e.g. R).


Preferred Qualifications:


Masters or Ph.D. Degree in a quantitative field.


About Meta:

Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.
Show more "
77,3888819941,London,Data Scientist,The Economist,6/25/2024,https://uk.linkedin.com/jobs/view/data-scientist-at-the-economist-3888819941?position=3&pageNum=0&refId=7BexVU3EL2hIOcQfKqg1CA%3D%3D&trackingId=8%2BHXNB%2FJ6veRlrniV39MFg%3D%3D&trk=public_jobs_jserp-result_search-card,"Introduction

The Economist is seeking an experienced Data Scientist to join our Data Science Team. Our Data Science Team is a central source of data skills working across all commercial teams in the business. Reporting to the Head of Data Science you will be leading the application of data science across the business including predictive modelling, NLP and content recommendation.

We believe that data science can bring us a better understanding of our customers’ needs, opportunities to improve their experience and a clearer view of what is driving our business performance. In this role you will help advance The Economist’s data science capability, bringing projects to production and cementing the role of data science in the way our business operates. You will be doing hands-on data science work with a variety of datasets. You will be directly speaking to stakeholders across the business to understand their needs and explain your work, while collaborating with data engineers, insight analysts and researchers to deliver projects cross-functionally.

We believe data science is essential to the success of our business. This role is an opportunity to apply data science to make a real difference to The Economist’s business.

How will you contribute?


Help identify areas where data science can be applied to generate value for the business
Work with stakeholders and technical teams to propose data science projects
Execute data science projects using a range of datasets and techniques
Collaborate with other technical teams to deliver solutions as needed
Communicate the outcomes and value of your work to business stakeholders


The ideal skills for this role are:


Prior experience as a data scientist, ideally in a business that interacts with customers through digital channels
A solid understanding of statistical modelling, traditional machine learning and generative AI
Ability to write code to implement statistical models and machine learning processes in Python
Experience extracting, cleaning and preparing data for data science work including good knowledge of SQL
An understanding of MLOps best practices
Ability to communicate complex technical concepts to non-technical colleagues and practically deliver a data science solution to a business problem
A meticulous approach to all work, completed to high level of quality
The ability to work under time pressure while providing high quality output
The ability to work on your own with conviction to prioritise workload
Excellent communication skills (written and verbal)


Accountabilities

How will you contribute?


Help identify areas where data science can be applied to generate value for the business
Work with stakeholders and technical teams to propose data science projects
Execute data science projects using a range of datasets and techniques
Collaborate with other technical teams to deliver solutions as needed
Communicate the outcomes and value of your work to business stakeholders


Experience, Skills And Professional Attributes

The ideal skills for this role are:


Prior experience as a data scientist, ideally in a business that interacts with customers through digital channels
A solid understanding of statistical modelling, traditional machine learning and generative AI
Ability to write code to implement statistical models and machine learning processes in Python
Experience extracting, cleaning and preparing data for data science work including good knowledge of SQL
An understanding of MLOps best practices
Ability to communicate complex technical concepts to non-technical colleagues and practically deliver a data science solution to a business problem
A meticulous approach to all work, completed to high level of quality
The ability to work under time pressure while providing high quality output
The ability to work on your own with conviction to prioritise workload
Excellent communication skills (written and verbal)
Show more "
78,3960251515,London,Graduate Data Scientist,GRB (Graduate Recruitment Bureau),6/28/2024,https://uk.linkedin.com/jobs/view/graduate-data-scientist-at-grb-graduate-recruitment-bureau-3960251515?position=6&pageNum=0&refId=7BexVU3EL2hIOcQfKqg1CA%3D%3D&trackingId=CFp3T6Of5nGNhTMUZaw7jA%3D%3D&trk=public_jobs_jserp-result_search-card,"Your green future career continues here! Only, of course, if you're looking to join this rapidly expanding team to work towards a greener future for us all whilst also specialising with data science... interested?

Within this role, you will learn every aspect of data science whilst being mentored by a data AND energy expert with years' of experience. Joining the movement to make the world sustainable and green, you’ll make an impact from day one!

What You'll Be Doing


Perform exploratory data analysis, applying machine learning and statistical techniques to uncover insights that will inform strategy and operations
Develop and maintain dashboards, reports, and web applications to provide insights, enabling teams to access and utilise their data independently
Transform your data science insights into APIs for seamless integration
Leverage generative AI technologies to find innovative solutions and enhance data analysis capabilities
Stay updated on the latest trends in data science and climate technology, consistently bringing new ideas to the team
Contribute and collaborate with all the teams


What’s on Offer?


Competitive salary of £30-£45k dependant on experience
Supportive, passionate and inclusive workplace
Progression and growth, both personal and company-wide!
Private medical and dental cover
Full exposure within a data scientist position
Be a part of the change towards a greener and better future within climate tech!


About You, Essentials


BSc in data science, relevant STEM subjects (to data and energy/ environment), computer science OR equivalent
Minimum 2:1 +
Proficiency in Python and/or tools such as Numpy, Pandas
ML experience (linear regression or advanced equivalent)
Passionate about making the world a greener place
A business mindset with curiosity, ambition and passion
Must have right to work in the UK


Desirable


1+ year experience within energy OR a data related role
SQL knowledge/ experience
AWS, Azure, GCP OR equivalent
Docker/ GitHub knowledge
Fast API, Streamlit AND/ OR Python frameworks
Show more "
79,3811304738,London,"Data Scientist, Product Analytics",Meta,6/18/2024,https://uk.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-3811304738?position=7&pageNum=0&refId=7BexVU3EL2hIOcQfKqg1CA%3D%3D&trackingId=iZQqYimIj3wXvMe%2BOoGjoA%3D%3D&trk=public_jobs_jserp-result_search-card,"As a Data Scientist at Meta, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use data and analysis to identify and solve product development’s biggest challenges. You will influence product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Meta, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.Product leadership: You will use data to shape product development, quantify new opportunities, identify upcoming challenges, and ensure the products we build bring value to people, businesses, and Meta. You will help your partner teams prioritize what to build, set goals, and understand their product’s ecosystem.Analytics: You will guide teams using data and insights. You will focus on developing hypotheses and employ a diverse toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches to test them.Communication and influence: You won’t simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner.

Data Scientist, Product Analytics Responsibilities:


Work with large and complex data sets to solve a wide array of challenging problems using different analytical and statistical approaches.
Apply technical expertise with quantitative analysis, experimentation, data mining, and the presentation of data to develop strategies for our products that serve billions of people and hundreds of millions of businesses.
Identify and measure success of product efforts through goal setting, forecasting, and monitoring of key product metrics to understand trends.
Define, understand, and test opportunities and levers to improve the product, and drive roadmaps through your insights and recommendations.
Partner with Product, Engineering, and cross-functional teams to inform, influence, support, and execute product strategy and investment decisions.


Minimum Qualifications:


Bachelor's degree in Mathematics, Statistics, a relevant technical field, or equivalent practical experience.
A minimum of 2 years of work experience in analytics (minimum of 1 years with a Ph.D.).
Experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), and/or statistical/mathematical software (e.g. R).


Preferred Qualifications:


Masters or Ph.D. Degree in a quantitative field.


About Meta:

Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.
Show more "
80,3947124513,London,Data Scientist,Barilla Group,6/20/2024,https://uk.linkedin.com/jobs/view/data-scientist-at-barilla-group-3947124513?position=8&pageNum=0&refId=7BexVU3EL2hIOcQfKqg1CA%3D%3D&trackingId=yV0q27LA6RgQmF6l5cxP6A%3D%3D&trk=public_jobs_jserp-result_search-card,"We are looking for our next Data Scientist !

About The Job

You will be responsible for working cross-functionally to prioritise and execute business briefs that generate insights that drive the organisation forward. Your role will be to act as the specialist in finding the best possible methodologies and data to fuel data solutions within Sales and Finance. Analysis that is conducted will require the use of statistical and data science techniques to model complex business problems. Findings will be relayed to key stakeholders, including senior leadership to make data-led decisions. You will need to be comfortable with managing technical agency partners as well as conducting hands-on analysis to drive projects forward. You must be able to use programming languages such as Python, Pyspark and SQL to data mine, model, and visualise outputs. The role will benefit from someone with experience in Revenue Growth Management (RGM) and financial modelling.

Key Accountabilities



Developing data science products and solutions through modelling complex business problems, and discovering insights and opportunities through statistical, algorithmic, machine learning, and visualisation techniques.
Act as a business translator communicating complex data science techniques and findings into a compelling narrative.
Work cross-functionally with different teams and stakeholders, including Finance, IT and Global marketing teams to drive multiple projects forward simultaneously
Develop, validate, and implement predictive models and algorithms that drive business solutions.



Qualifications & Requirements



At least 5 years of professional experience as a data scientist or related role
Competent in programming: Python or Pyspark) and experience with analytics languages and visualization tools: SQL, PowerBI
Strong knowledge of Revenue growth Management and financial predictive modelling techniques.
Experienced at leveraging both structured and unstructured data sources.
You are an independent thinker, able to work autonomously, capable of taking on loosely defined problems and translating complex thinking into practical application for diverse audiences.
You are a communicative person who values building strong relationships with colleagues.
Experienced in presenting results to senior stakeholders.
Show more "
81,3811305326,London,"Data Scientist, Product Analytics",Meta,6/13/2024,https://uk.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-3811305326?position=9&pageNum=0&refId=7BexVU3EL2hIOcQfKqg1CA%3D%3D&trackingId=gmZhZrBoISWC%2FSEQ4Qu29A%3D%3D&trk=public_jobs_jserp-result_search-card,"As a Data Scientist at Meta, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use data and analysis to identify and solve product development’s biggest challenges. You will influence product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Meta, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.Product leadership: You will use data to shape product development, quantify new opportunities, identify upcoming challenges, and ensure the products we build bring value to people, businesses, and Meta. You will help your partner teams prioritize what to build, set goals, and understand their product’s ecosystem.Analytics: You will guide teams using data and insights. You will focus on developing hypotheses and employ a diverse toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches to test them.Communication and influence: You won’t simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner.

Data Scientist, Product Analytics Responsibilities:


Work with large and complex data sets to solve a wide array of challenging problems using different analytical and statistical approaches.
Apply technical expertise with quantitative analysis, experimentation, data mining, and the presentation of data to develop strategies for our products that serve billions of people and hundreds of millions of businesses.
Identify and measure success of product efforts through goal setting, forecasting, and monitoring of key product metrics to understand trends.
Define, understand, and test opportunities and levers to improve the product, and drive roadmaps through your insights and recommendations.
Partner with Product, Engineering, and cross-functional teams to inform, influence, support, and execute product strategy and investment decisions.


Minimum Qualifications:


A minimum of 4 years of work experience in analytics (minimum of 2 years with a Ph.D.).
Experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), and/or statistical/mathematical software (e.g. R).


Preferred Qualifications:


Masters or Ph.D. Degree in a quantitative field.


About Meta:

Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.
Show more "
82,3962668192,London,Data Scientist,Intellect Group,6/28/2024,https://uk.linkedin.com/jobs/view/data-scientist-at-intellect-group-3962668192?position=10&pageNum=0&refId=7BexVU3EL2hIOcQfKqg1CA%3D%3D&trackingId=hNcVcHLKqQyHRZNPvscZGg%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Title: Data Scientist

Location: London

Salary: £37,000 + 10% bonus minimum




Are you a highly motivated Data Scientist with a passion for real estate investment and a strong background in data analytics? We have an exciting opportunity for you to join a global Private Equity Real Estate Investment Management firm with over £1.5B under asset management.




About the Role:

As a Data Scientist, you will report directly to the Investment Director and play a pivotal role in identifying investment opportunities through advanced data science techniques. This is an excellent chance to join a dynamic team and make a significant impact on our investment strategies.




Key Responsibilities:

- Utilise advanced data science methodologies to uncover investment opportunities.

- Work closely with the Investment Director to analyse and interpret complex datasets.

- Develop predictive models and algorithms to support investment decisions.

- Collaborate with cross-functional teams to integrate data-driven insights into investment strategies.

- Stay updated with the latest industry trends and technologies to continuously improve data analysis processes.




Requirements:

- A 1st class degree or a Master’s from a Russell Group university.

- In-depth knowledge of Python and experience with relevant data science libraries.

- Strong analytical skills and the ability to interpret complex data.

- Excellent problem-solving abilities and attention to detail.

- Willingness to travel to the US as required.




What We Offer:

- Competitive salary of £37,000 + 10% bonus minimum.

- 33 days holiday.

- Private healthcare and dental insurance.

- Comprehensive training budget to support your professional development.

- The opportunity to start from 1st August, with interviews being conducted immediately.




Apply Now:

If you are a driven and talented Data Scientist looking for a challenging and rewarding role, we want to hear from you. Apply now for immediate consideration and take the next step in your career with a leading global investment manager.




---




To apply, please send your CV and submit your application.




---

Show more "
83,3942615820,London,Data Scientist,Stott and May,6/5/2024,https://uk.linkedin.com/jobs/view/data-scientist-at-stott-and-may-3942615820?position=14&pageNum=0&refId=7BexVU3EL2hIOcQfKqg1CA%3D%3D&trackingId=GnJvvrsXPEjv5uh5ENbVsQ%3D%3D&trk=public_jobs_jserp-result_search-card,"My client a startup pioneering the energy market is hiring for a Data Scientist based in London, you will leverage data to drive strategic decisions and enhance the experiences of our customers and partners. Your contributions will empower the team to independently uncover insights, make strategic adjustments, monitor impacts in real time, and deliver an exceptional home upgrade experience to homeowners.




Your key responsibilities will include:




Collaborating with various teams to identify and address their data analysis needs
Gathering, cleaning, and processing data from multiple sources, using Python and SQL for in-depth analysis
Creating and maintaining dashboards, reports, and web applications
Engaging with generative AI technologies to discover innovative solutions and enhance our data analysis capabilities
Continuously seeking ways to improve life for our customers through curiosity and innovative thinking




Requirements:




Bachelor’s degree in Data Science, Environmental Science, Computer Science, or a related field, or relevant professional experience
Proficiency in Python and its data science libraries
Strong analytical skills, with the ability to convey complex data insights to non-technical audiences effectively.
Some experience with Machine Learning, from Linear Regression to more advanced techniques.
A strong desire to learn and grow within the climate tech and data science fields.
Ability to work collaboratively within a team
Ideally to have experience in the energy/utilities sector




Key Information:




Location: London
Office3 days 2 from home
Salary: £45,00 - £50,000 plus benefits & Equity










If you're passionate about energy markets and eager to make an impact in a dynamic, international team, we'd love to hear from you.

Show more "
84,3948563672,London,"Machine Learning Engineer - London - £70,000 - £85,000 DOE",NearTech Search,6/13/2024,https://uk.linkedin.com/jobs/view/machine-learning-engineer-london-%C2%A370-000-%C2%A385-000-doe-at-neartech-search-3948563672?position=15&pageNum=0&refId=7BexVU3EL2hIOcQfKqg1CA%3D%3D&trackingId=izkkKND%2FMjXyQ7eDhHjVcw%3D%3D&trk=public_jobs_jserp-result_search-card,"My client is London-based firm transforming how marketing and advertising professionals access and use data. They are building a system of intelligence empowered by AI-driven automation and analytics: a category-defining product that supercharges users to extract knowledge and drive campaigns and brand retention.

Having been in the marketing sphere for the past decade, this business is not only well-established, but a real go-to in terms of clients, boasting top retail and high-street brands within their books.

Having helped scale and work with over 85 clients, they are now looking for a Machine Learning Engineer to join their crucial Data Science Team. You'll be joining a team of 11 within a wider IT team of 26, working on some of the niche and most desirable tech within the industry.

Your responsibilities

Responsibilities

Join them in the role of ML Engineer and play a crucial part in developing our AI-driven marketing-analytics platform. Your responsibilities will include:


Contributing to the development of new generative AI features and addressing complex problems within the team.
Enhancing AI models and infrastructure to improve performance, scalability, and accuracy.
Fine-tuning encoder and decoder models for various tasks.
Working with clients to address product needs and being able to translate these functional requirements into tangible products.
Keeping abreast of the latest industry trends and innovations, feeding these back into your work under the mantra of continuous self-improvement.


Skills And Experiences

Must-have


Skilled in deploying machine learning solutions to production.
Skilled in key Machine Learning aspects: LLM, NLP, Computer Vision, Generative AI
Practical experience with machine learning techniques for search and retrieval.
Experience of Machine Learning Libraries - TensorFlow, PyTorch
Strong communication skills, with the ability to work effectively in a fast-paced, collaborative environment.


Compensation And Benefits


Salary depending on experience and skills (£70,000 - £85,000)
Medical Insurance
27 days annual leave + Bank holidays
Hybrid working - 2 days per week in central London
£1,500 Employee WFH equipment allowance
Show more "
